Station_ID_C,Year,Mon,Day,Hour,pressure,height,temperature,dewpoint,direction,speed
57447,2019,1,2,0,979.0,458.0,2.0,1.1,295.0,1.02888
57447,2019,1,2,0,925.0,913.0,-1.5,-2.5,185.0,1.02888
57447,2019,1,2,0,850.0,1582.0,-5.7,-6.8,270.0,2.05776
57447,2019,1,2,0,700.0,3097.0,-3.5,-27.5,265.0,8.23104
57447,2019,1,2,0,500.0,5710.0,-18.5,-33.5,270.0,12.861
57447,2019,1,2,0,400.0,7330.0,-32.3,-44.3,250.0,21.092
57447,2019,1,2,0,395.0,7419.0,-32.9,-42.9,255.0,25.2076
57447,2019,1,2,0,300.0,9370.0,-33.3,-66.3,270.0,60.7039
57447,2019,1,2,0,250.0,10640.0,-39.5,-70.5,260.0,69.9638
57447,2019,1,2,0,229.0,11226.0,-44.1,-73.9,255.0,76.1371
57447,2019,1,2,0,200.0,12130.0,-51.1,-79.1,265.0,75.1082
57447,2019,1,2,0,150.0,13950.0,-61.3,,270.0,58.1317
57447,2019,1,2,0,102.0,16274.0,-72.5,,270.0,47.8429
57447,2019,1,2,0,100.0,16390.0,-72.1,,270.0,45.7852
57447,2019,1,2,0,70.0,18490.0,-71.5,,270.0,26.2364
57447,2019,1,2,0,50.0,20500.0,-66.7,,280.0,22.1209
57447,2019,1,2,0,30.0,23590.0,-64.1,,285.0,8.23104
57447,2019,1,2,0,20.0,26100.0,-56.9,,275.0,9.77436
57447,2019,1,2,0,10.0,30510.0,-54.5,,265.0,7.20216
