Station_ID_C,Year,Mon,Day,Hour,pressure,height,temperature,dewpoint,direction,speed
59431,2019,1,2,0,1012.0,126.0,6.2,1.7,55.0,3.08664
59431,2019,1,2,0,1000.0,252.0,5.6,-0.4,45.0,4.11552
59431,2019,1,2,0,954.0,634.0,2.8,0.0,20.0,6.17328
59431,2019,1,2,0,925.0,884.0,1.0,0.2,15.0,8.74548
59431,2019,1,2,0,922.0,910.0,1.0,0.2,15.0,9.25992
59431,2019,1,2,0,916.0,963.0,2.1,1.3,15.0,9.77436
59431,2019,1,2,0,902.0,1088.0,4.6,3.9,3.0,8.23104
59431,2019,1,2,0,880.0,1291.0,6.0,5.4,345.0,5.1444
59431,2019,1,2,0,850.0,1576.0,8.0,7.4,215.0,3.08664
59431,2019,1,2,0,844.0,1635.0,8.4,7.8,185.0,3.08664
59431,2019,1,2,0,839.0,1684.0,8.8,8.2,187.0,3.08664
59431,2019,1,2,0,782.0,2263.0,5.4,4.7,210.0,4.11552
59431,2019,1,2,0,763.0,2465.0,4.2,3.5,243.0,5.1444
59431,2019,1,2,0,751.0,2594.0,4.0,1.4,265.0,6.17328
59431,2019,1,2,0,737.0,2747.0,3.8,-1.2,256.0,7.20216
59431,2019,1,2,0,700.0,3166.0,3.2,-0.6,230.0,10.8032
59431,2019,1,2,0,688.0,3305.0,2.0,-1.1,225.0,12.861
59431,2019,1,2,0,661.0,3627.0,-0.7,-2.3,241.0,13.8899
59431,2019,1,2,0,647.0,3798.0,-0.5,-15.5,249.0,14.4043
59431,2019,1,2,0,633.0,3972.0,-1.3,-20.3,258.0,14.9188
59431,2019,1,2,0,630.0,4010.0,-1.0,-21.1,260.0,14.9188
59431,2019,1,2,0,596.0,4453.0,2.2,-30.8,248.0,18.5198
59431,2019,1,2,0,575.0,4738.0,0.9,-31.8,240.0,21.092
59431,2019,1,2,0,523.0,5492.0,-2.3,-34.6,260.0,21.092
59431,2019,1,2,0,500.0,5850.0,-3.9,-35.9,260.0,23.1498
59431,2019,1,2,0,479.0,6187.0,-5.9,-36.9,263.0,23.6642
59431,2019,1,2,0,400.0,7570.0,-16.7,-42.7,275.0,26.2364
59431,2019,1,2,0,353.0,8497.0,-24.1,-47.1,282.0,28.8086
59431,2019,1,2,0,332.0,8939.0,-26.6,-49.2,285.0,29.8375
59431,2019,1,2,0,300.0,9670.0,-30.7,-52.7,280.0,28.8086
59431,2019,1,2,0,271.0,10384.0,-34.5,-56.5,269.0,31.3808
59431,2019,1,2,0,250.0,10940.0,-39.7,-59.7,260.0,32.9242
59431,2019,1,2,0,212.0,12042.0,-50.5,-68.5,245.0,37.5541
59431,2019,1,2,0,200.0,12420.0,-53.7,-71.7,240.0,39.0974
59431,2019,1,2,0,185.0,12918.0,-57.1,-74.1,247.0,37.0397
59431,2019,1,2,0,180.0,13093.0,-55.7,-72.7,249.0,36.5252
59431,2019,1,2,0,150.0,14230.0,-65.7,,265.0,31.8953
59431,2019,1,2,0,134.0,14907.0,-71.5,,274.0,31.8953
59431,2019,1,2,0,132.0,14996.0,-71.5,,275.0,31.8953
59431,2019,1,2,0,122.0,15463.0,-71.7,,267.0,27.7798
59431,2019,1,2,0,109.0,16121.0,-75.3,,255.0,22.1209
59431,2019,1,2,0,105.0,16340.0,-76.5,,257.0,21.092
59431,2019,1,2,0,100.0,16620.0,-78.5,,260.0,20.0632
59431,2019,1,2,0,94.4,16948.0,-80.7,,263.0,19.0343
59431,2019,1,2,0,90.0,17216.0,-81.5,,265.0,18.0054
59431,2019,1,2,0,77.9,18027.0,-84.1,,285.0,18.0054
59431,2019,1,2,0,74.7,18261.0,-83.9,,291.0,15.9476
59431,2019,1,2,0,70.9,18556.0,-77.7,,298.0,13.3754
59431,2019,1,2,0,70.0,18630.0,-77.5,,300.0,12.861
59431,2019,1,2,0,59.2,19600.0,-73.1,,279.0,11.8321
59431,2019,1,2,0,51.0,20474.0,-72.4,,260.0,10.8032
59431,2019,1,2,0,50.0,20590.0,-72.3,,260.0,10.8032
59431,2019,1,2,0,40.1,21896.0,-69.5,,,
