Station_ID_C,Year,Mon,Day,Hour,pressure,height,temperature,dewpoint,direction,speed
53463,2019,1,2,0,896.0,1065.0,-13.5,-18.5,335.0,4.11552
53463,2019,1,2,0,886.0,1169.0,-11.3,-17.3,354.0,2.5722
53463,2019,1,2,0,878.0,1253.0,-11.8,-17.5,10.0,1.02888
53463,2019,1,2,0,850.0,1554.0,-13.5,-18.2,240.0,1.02888
53463,2019,1,2,0,842.0,1626.0,-13.9,-18.1,200.0,1.02888
53463,2019,1,2,0,835.0,1689.0,-14.3,-18.1,208.0,2.05776
53463,2019,1,2,0,807.0,1948.0,-12.7,-20.7,240.0,7.20216
53463,2019,1,2,0,772.0,2287.0,-11.7,-18.7,253.0,8.23104
53463,2019,1,2,0,763.0,2377.0,-10.9,-25.9,256.0,8.23104
53463,2019,1,2,0,739.0,2621.0,-12.2,-26.8,265.0,8.74548
53463,2019,1,2,0,708.0,2948.0,-13.9,-27.9,265.0,11.3177
53463,2019,1,2,0,700.0,3034.0,-14.7,-19.5,265.0,11.8321
53463,2019,1,2,0,692.0,3121.0,-14.9,-16.4,266.0,12.3466
53463,2019,1,2,0,655.0,3535.0,-16.5,-18.8,269.0,13.8899
53463,2019,1,2,0,649.0,3604.0,-16.8,-24.0,270.0,13.8899
53463,2019,1,2,0,642.0,3685.0,-17.1,-30.1,274.0,14.4043
53463,2019,1,2,0,626.0,3874.0,-17.5,-29.5,283.0,14.9188
53463,2019,1,2,0,622.0,3921.0,-17.9,-29.5,285.0,14.9188
53463,2019,1,2,0,541.0,4946.0,-26.6,-29.3,280.0,18.0054
53463,2019,1,2,0,540.0,4959.0,-26.7,-29.3,280.0,18.0054
53463,2019,1,2,0,500.0,5510.0,-30.3,-33.3,285.0,24.1787
53463,2019,1,2,0,427.0,6608.0,-38.4,-40.7,280.0,33.953
53463,2019,1,2,0,407.0,6942.0,-40.9,-43.0,284.0,33.4386
53463,2019,1,2,0,400.0,7060.0,-41.7,-46.7,285.0,32.9242
53463,2019,1,2,0,378.0,7442.0,-44.1,-53.1,284.0,33.953
53463,2019,1,2,0,324.0,8461.0,-51.3,-58.3,281.0,37.5541
53463,2019,1,2,0,300.0,8960.0,-53.1,-61.1,280.0,39.0974
53463,2019,1,2,0,272.0,9590.0,-55.9,-64.9,275.0,42.1841
53463,2019,1,2,0,266.0,9733.0,-55.8,-64.8,275.0,42.1841
53463,2019,1,2,0,253.0,10054.0,-55.6,-64.6,275.0,42.1841
53463,2019,1,2,0,250.0,10130.0,-55.5,-64.5,275.0,42.1841
53463,2019,1,2,0,221.0,10922.0,-50.7,-62.7,275.0,37.5541
53463,2019,1,2,0,200.0,11570.0,-51.1,-64.1,275.0,33.953
53463,2019,1,2,0,197.0,11668.0,-51.1,-64.3,275.0,33.953
53463,2019,1,2,0,185.0,12077.0,-51.1,-65.1,274.0,34.4675
53463,2019,1,2,0,150.0,13430.0,-54.5,-68.5,270.0,37.0397
53463,2019,1,2,0,143.0,13736.0,-54.7,-69.7,271.0,37.0397
53463,2019,1,2,0,111.0,15331.0,-61.5,,275.0,36.0108
53463,2019,1,2,0,107.0,15559.0,-60.8,,280.0,36.0108
53463,2019,1,2,0,105.0,15676.0,-60.5,,281.0,35.4964
53463,2019,1,2,0,100.0,15980.0,-60.7,,285.0,34.9819
53463,2019,1,2,0,70.8,18120.0,-61.7,,280.0,28.2942
53463,2019,1,2,0,70.0,18190.0,-61.7,,280.0,27.7798
53463,2019,1,2,0,60.0,19143.0,-62.2,,280.0,24.1787
53463,2019,1,2,0,50.0,20270.0,-62.9,,270.0,25.2076
53463,2019,1,2,0,47.7,20559.0,-64.1,,272.0,25.2076
53463,2019,1,2,0,39.0,21817.0,-58.8,,280.0,26.7509
53463,2019,1,2,0,35.3,22440.0,-56.1,,276.0,23.1498
53463,2019,1,2,0,30.0,23470.0,-58.1,,270.0,16.9765
53463,2019,1,2,0,26.2,24319.0,-59.5,,270.0,15.4332
53463,2019,1,2,0,20.0,26030.0,-53.1,,270.0,11.8321
53463,2019,1,2,0,19.4,26227.0,-52.5,,270.0,11.3177
53463,2019,1,2,0,19.0,26360.0,-52.8,,270.0,10.8032
53463,2019,1,2,0,18.0,26707.0,-53.5,,265.0,8.74548
53463,2019,1,2,0,14.8,27963.0,-56.1,,238.0,8.23104
53463,2019,1,2,0,13.0,28798.0,-53.6,,220.0,8.23104
53463,2019,1,2,0,11.1,29816.0,-50.5,,239.0,8.23104
53463,2019,1,2,0,11.0,29875.0,-50.3,,240.0,8.23104
53463,2019,1,2,0,10.0,30500.0,-48.5,,235.0,7.20216
53463,2019,1,2,0,8.4,31654.0,-45.5,,245.0,5.1444
53463,2019,1,2,0,7.0,32869.0,-45.5,,255.0,3.08664
53463,2019,1,2,0,6.3,33571.0,-45.5,,,
