Station_ID_C,Year,Mon,Day,Hour,pressure,height,temperature,dewpoint,direction,speed
54511,2019,1,1,0,1037.0,55.0,-11.9,-16.6,225.0,1.02888
54511,2019,1,1,0,1032.0,89.0,-6.9,-14.9,249.0,1.54332
54511,2019,1,1,0,1027.0,123.0,-5.7,-17.7,272.0,2.5722
54511,2019,1,1,0,1018.0,186.0,-6.0,-18.6,315.0,4.11552
54511,2019,1,1,0,1000.0,313.0,-6.5,-20.5,320.0,5.1444
54511,2019,1,1,0,925.0,918.0,-10.1,-19.1,330.0,7.20216
54511,2019,1,1,0,850.0,1565.0,-13.7,-21.7,340.0,9.77436
54511,2019,1,1,0,847.0,1592.0,-13.8,-21.6,340.0,9.77436
54511,2019,1,1,0,833.0,1718.0,-14.3,-21.3,339.0,9.77436
54511,2019,1,1,0,750.0,2506.0,-20.3,-23.7,330.0,9.77436
54511,2019,1,1,0,749.0,2515.0,-20.3,-23.8,330.0,9.77436
54511,2019,1,1,0,715.0,2858.0,-21.6,-26.8,305.0,10.8032
54511,2019,1,1,0,700.0,3015.0,-22.1,-28.1,305.0,12.861
54511,2019,1,1,0,641.0,3660.0,-23.9,-35.9,304.0,19.5487
54511,2019,1,1,0,570.0,4507.0,-29.7,-44.7,302.0,27.7798
54511,2019,1,1,0,558.0,4659.0,-28.5,-46.5,301.0,29.3231
54511,2019,1,1,0,508.0,5327.0,-31.4,-51.1,300.0,36.0108
54511,2019,1,1,0,500.0,5440.0,-31.9,-51.9,300.0,37.0397
54511,2019,1,1,0,414.0,6755.0,-39.9,-58.9,300.0,42.6985
54511,2019,1,1,0,400.0,6990.0,-41.5,-59.5,300.0,43.7274
54511,2019,1,1,0,307.0,8741.0,-51.9,-68.9,285.0,48.8718
54511,2019,1,1,0,300.0,8890.0,-51.7,-68.7,285.0,49.9007
54511,2019,1,1,0,299.0,8912.0,-51.7,-68.7,285.0,49.9007
54511,2019,1,1,0,250.0,10080.0,-52.5,-69.5,280.0,46.814
54511,2019,1,1,0,234.0,10508.0,-52.9,-69.9,277.0,45.2707
54511,2019,1,1,0,200.0,11520.0,-53.5,-70.5,270.0,42.1841
54511,2019,1,1,0,188.0,11919.0,-52.4,-69.4,265.0,43.213
54511,2019,1,1,0,179.0,12235.0,-51.5,-68.5,266.0,42.6985
54511,2019,1,1,0,150.0,13370.0,-54.7,-70.7,270.0,42.1841
54511,2019,1,1,0,138.0,13905.0,-54.5,-70.5,270.0,40.6408
54511,2019,1,1,0,106.0,15575.0,-60.1,-72.2,270.0,36.0108
54511,2019,1,1,0,100.0,15940.0,-59.3,-72.5,270.0,34.9819
54511,2019,1,1,0,85.5,16927.0,-57.5,-73.5,266.0,32.4097
54511,2019,1,1,0,83.0,17113.0,-58.2,,265.0,31.8953
54511,2019,1,1,0,72.4,17970.0,-61.5,,269.0,31.3808
54511,2019,1,1,0,70.0,18180.0,-60.7,,270.0,30.8664
54511,2019,1,1,0,55.0,19690.0,-58.7,,270.0,29.3231
54511,2019,1,1,0,52.0,20043.0,-58.7,,270.0,28.8086
54511,2019,1,1,0,50.0,20290.0,-58.7,,270.0,26.7509
54511,2019,1,1,0,41.7,21438.0,-55.1,,278.0,21.6065
54511,2019,1,1,0,31.0,23331.0,-54.6,,290.0,12.861
54511,2019,1,1,0,30.0,23540.0,-54.5,,285.0,11.8321
54511,2019,1,1,0,29.0,23756.0,-54.9,,280.0,10.8032
54511,2019,1,1,0,25.3,24625.0,-56.3,,268.0,9.77436
54511,2019,1,1,0,23.0,25231.0,-55.7,,260.0,8.74548
54511,2019,1,1,0,20.0,26120.0,-54.9,,275.0,6.17328
54511,2019,1,1,0,18.0,26800.0,-53.9,,265.0,4.11552
54511,2019,1,1,0,16.0,27560.0,-52.7,,220.0,4.11552
54511,2019,1,1,0,15.4,27807.0,-52.3,,205.0,4.11552
54511,2019,1,1,0,15.0,27979.0,-52.0,,195.0,4.11552
54511,2019,1,1,0,13.0,28918.0,-50.4,,195.0,4.11552
54511,2019,1,1,0,12.0,29444.0,-49.5,,180.0,4.11552
54511,2019,1,1,0,10.0,30640.0,-47.5,,,
54511,2019,1,1,0,9.4,31050.0,-45.9,,,
