Station_ID_C,Year,Mon,Day,Hour,pressure,height,temperature,dewpoint,direction,speed
57131,2019,1,1,0,989.0,411.0,-7.1,-11.3,25.0,1.02888
57131,2019,1,1,0,969.0,571.0,-5.8,-11.0,55.0,2.05776
57131,2019,1,1,0,952.0,709.0,-4.7,-10.7,64.0,2.05776
57131,2019,1,1,0,932.0,876.0,-5.6,-10.8,75.0,2.05776
57131,2019,1,1,0,925.0,935.0,-5.9,-10.9,80.0,2.05776
57131,2019,1,1,0,895.0,1193.0,-6.2,-12.4,80.0,1.02888
57131,2019,1,1,0,860.0,1505.0,-6.6,-14.2,50.0,2.05776
57131,2019,1,1,0,850.0,1597.0,-6.7,-14.7,65.0,2.05776
57131,2019,1,1,0,825.0,1829.0,-8.0,-16.0,105.0,2.05776
57131,2019,1,1,0,812.0,1953.0,-8.7,-16.7,109.0,1.54332
57131,2019,1,1,0,792.0,2147.0,-8.2,-24.7,115.0,1.02888
57131,2019,1,1,0,766.0,2406.0,-7.5,-35.5,164.0,2.5722
57131,2019,1,1,0,760.0,2467.0,-7.1,-34.9,175.0,3.08664
57131,2019,1,1,0,729.0,2794.0,-5.1,-31.6,85.0,1.02888
57131,2019,1,1,0,717.0,2923.0,-4.3,-30.3,20.0,1.02888
57131,2019,1,1,0,700.0,3112.0,-5.7,-32.7,285.0,1.02888
57131,2019,1,1,0,698.0,3134.0,-5.9,-32.8,275.0,1.02888
57131,2019,1,1,0,670.0,3453.0,-8.6,-33.9,235.0,3.08664
57131,2019,1,1,0,665.0,3512.0,-9.1,-34.1,248.0,3.08664
57131,2019,1,1,0,642.0,3783.0,-10.0,-33.8,310.0,3.08664
57131,2019,1,1,0,608.0,4202.0,-11.3,-33.3,284.0,6.17328
57131,2019,1,1,0,560.0,4823.0,-16.8,-34.3,245.0,10.8032
57131,2019,1,1,0,534.0,5182.0,-19.9,-34.9,247.0,16.4621
57131,2019,1,1,0,509.0,5538.0,-20.1,-35.0,250.0,22.1209
57131,2019,1,1,0,501.0,5655.0,-20.1,-35.1,250.0,22.1209
57131,2019,1,1,0,500.0,5670.0,-20.3,-35.3,250.0,22.1209
57131,2019,1,1,0,449.0,6453.0,-27.3,-33.3,257.0,21.6065
57131,2019,1,1,0,400.0,7270.0,-34.5,-45.5,265.0,21.092
57131,2019,1,1,0,383.0,7573.0,-36.9,-47.9,268.0,22.1209
57131,2019,1,1,0,372.0,7770.0,-38.6,-49.5,270.0,23.1498
57131,2019,1,1,0,300.0,9220.0,-50.9,-60.9,270.0,27.7798
57131,2019,1,1,0,289.0,9461.0,-52.7,-62.4,265.0,28.8086
57131,2019,1,1,0,272.0,9851.0,-55.7,-64.7,265.0,32.9242
57131,2019,1,1,0,250.0,10390.0,-54.9,-64.9,260.0,37.0397
57131,2019,1,1,0,200.0,11810.0,-54.1,-64.1,260.0,50.9296
57131,2019,1,1,0,197.0,11907.0,-53.9,-63.9,260.0,51.444
57131,2019,1,1,0,181.0,12446.0,-55.1,-65.4,260.0,54.0162
57131,2019,1,1,0,150.0,13640.0,-57.7,-68.7,260.0,52.9873
57131,2019,1,1,0,125.0,14785.0,-58.7,-69.7,262.0,46.2996
57131,2019,1,1,0,105.0,15863.0,-64.3,,264.0,39.6119
57131,2019,1,1,0,100.0,16160.0,-65.3,,265.0,38.0686
57131,2019,1,1,0,78.5,17644.0,-62.3,,265.0,32.4097
57131,2019,1,1,0,70.0,18350.0,-63.1,,265.0,29.8375
57131,2019,1,1,0,64.1,18888.0,-65.9,,266.0,28.2942
57131,2019,1,1,0,50.0,20410.0,-62.1,,270.0,24.1787
57131,2019,1,1,0,47.0,20793.0,-61.7,,270.0,21.092
57131,2019,1,1,0,44.5,21131.0,-61.3,,269.0,19.5487
57131,2019,1,1,0,38.7,21990.0,-64.3,,265.0,15.4332
57131,2019,1,1,0,37.4,22200.0,-60.9,,264.0,14.4043
57131,2019,1,1,0,32.0,23169.0,-60.6,,260.0,9.77436
57131,2019,1,1,0,30.0,23570.0,-60.5,,265.0,9.77436
57131,2019,1,1,0,28.3,23933.0,-61.5,,268.0,9.25992
57131,2019,1,1,0,25.0,24709.0,-59.2,,275.0,8.23104
57131,2019,1,1,0,22.6,25341.0,-57.3,,266.0,6.68772
57131,2019,1,1,0,20.0,26110.0,-59.7,,255.0,5.1444
57131,2019,1,1,0,19.9,26141.0,-59.7,,254.0,5.1444
57131,2019,1,1,0,19.0,26436.0,-59.1,,240.0,5.1444
57131,2019,1,1,0,12.1,29311.0,-53.7,,233.0,5.65884
57131,2019,1,1,0,10.0,30550.0,-51.1,,230.0,6.17328
57131,2019,1,1,0,9.0,31242.0,-49.6,,195.0,2.05776
57131,2019,1,1,0,7.4,32526.0,-46.7,,,
