Station_ID_C,Year,Mon,Day,Hour,pressure,height,temperature,dewpoint,direction,speed
53772,2019,1,1,0,945.0,779.0,-15.5,-19.1,30.0,1.02888
53772,2019,1,1,0,938.0,833.0,-10.5,-12.5,39.0,1.54332
53772,2019,1,1,0,925.0,936.0,-9.3,-13.8,55.0,3.08664
53772,2019,1,1,0,915.0,1020.0,-8.9,-14.9,90.0,2.5722
53772,2019,1,1,0,884.0,1286.0,-9.7,-17.1,200.0,1.02888
53772,2019,1,1,0,850.0,1589.0,-10.7,-19.7,260.0,3.08664
53772,2019,1,1,0,845.0,1634.0,-10.9,-19.9,270.0,3.08664
53772,2019,1,1,0,807.0,1986.0,-12.9,-21.9,305.0,7.20216
53772,2019,1,1,0,793.0,2119.0,-13.7,-22.7,309.0,7.7166
53772,2019,1,1,0,770.0,2343.0,-13.8,-25.4,315.0,8.74548
53772,2019,1,1,0,700.0,3066.0,-14.1,-34.1,305.0,14.9188
53772,2019,1,1,0,661.0,3500.0,-15.9,-37.9,304.0,17.491
53772,2019,1,1,0,641.0,3732.0,-14.5,-38.5,304.0,18.5198
53772,2019,1,1,0,527.0,5196.0,-22.3,-43.3,301.0,26.7509
53772,2019,1,1,0,500.0,5580.0,-25.5,-46.5,300.0,28.8086
53772,2019,1,1,0,400.0,7160.0,-37.7,-56.7,285.0,34.9819
53772,2019,1,1,0,349.0,8076.0,-46.2,-63.1,270.0,37.0397
53772,2019,1,1,0,330.0,8452.0,-49.7,-65.7,272.0,40.1263
53772,2019,1,1,0,300.0,9070.0,-53.7,-68.7,275.0,44.7563
53772,2019,1,1,0,279.0,9533.0,-56.2,-71.2,275.0,48.8718
53772,2019,1,1,0,262.0,9934.0,-58.3,-73.3,275.0,48.8718
53772,2019,1,1,0,250.0,10230.0,-57.7,-72.7,270.0,47.8429
53772,2019,1,1,0,200.0,11640.0,-55.9,-71.9,265.0,46.814
53772,2019,1,1,0,175.0,12495.0,-53.7,-69.7,267.0,45.2707
53772,2019,1,1,0,150.0,13480.0,-56.9,-72.9,270.0,43.213
53772,2019,1,1,0,105.0,15726.0,-59.5,-75.5,270.0,33.953
53772,2019,1,1,0,100.0,16030.0,-60.9,,270.0,32.9242
53772,2019,1,1,0,87.3,16872.0,-63.1,,267.0,33.953
53772,2019,1,1,0,77.0,17649.0,-61.9,,265.0,34.9819
53772,2019,1,1,0,70.0,18240.0,-60.9,,265.0,31.8953
53772,2019,1,1,0,64.4,18759.0,-60.1,,265.0,29.8375
53772,2019,1,1,0,50.0,20340.0,-59.7,,265.0,23.1498
53772,2019,1,1,0,47.5,20661.0,-59.5,,,
