Station_ID_C,Year,Mon,Day,Hour,pressure,height,temperature,dewpoint,direction,speed
54218,2019,1,1,0,956.0,572.0,-16.5,-25.5,200.0,1.02888
54218,2019,1,1,0,945.0,693.0,-13.1,-23.1,278.0,2.05776
54218,2019,1,1,0,937.0,783.0,-13.2,-23.6,335.0,3.08664
54218,2019,1,1,0,925.0,919.0,-13.3,-24.3,330.0,4.11552
54218,2019,1,1,0,921.0,952.0,-13.1,-24.1,330.0,4.62996
54218,2019,1,1,0,859.0,1479.0,-16.9,-26.0,335.0,12.861
54218,2019,1,1,0,855.0,1514.0,-17.1,-26.1,335.0,12.3466
54218,2019,1,1,0,850.0,1558.0,-17.1,-26.1,335.0,11.8321
54218,2019,1,1,0,752.0,2474.0,-19.1,-27.1,335.0,8.74548
54218,2019,1,1,0,704.0,2963.0,-22.1,-30.1,335.0,7.20216
54218,2019,1,1,0,700.0,3005.0,-22.3,-27.3,335.0,7.20216
54218,2019,1,1,0,669.0,3337.0,-24.1,-26.6,333.0,7.20216
54218,2019,1,1,0,624.0,3830.0,-27.4,-29.9,330.0,7.20216
54218,2019,1,1,0,566.0,4521.0,-32.1,-34.5,295.0,1.02888
54218,2019,1,1,0,539.0,4868.0,-34.5,-36.8,20.0,0.0
54218,2019,1,1,0,500.0,5400.0,-38.1,-40.3,10.0,2.05776
54218,2019,1,1,0,488.0,5566.0,-39.5,-41.8,10.0,2.05776
54218,2019,1,1,0,471.0,5809.0,-41.5,-43.9,304.0,3.60108
54218,2019,1,1,0,466.0,5882.0,-41.3,-44.2,284.0,4.11552
54218,2019,1,1,0,465.0,5896.0,-41.3,-45.0,280.0,4.11552
54218,2019,1,1,0,459.0,5985.0,-41.1,-50.1,278.0,4.11552
54218,2019,1,1,0,444.0,6210.0,-42.3,-55.3,271.0,4.62996
54218,2019,1,1,0,441.0,6256.0,-42.6,-55.7,270.0,5.1444
54218,2019,1,1,0,400.0,6910.0,-47.1,-62.1,290.0,7.20216
54218,2019,1,1,0,376.0,7314.0,-48.8,-63.8,295.0,11.8321
54218,2019,1,1,0,327.0,8225.0,-52.7,-67.7,275.0,20.0632
54218,2019,1,1,0,300.0,8780.0,-53.1,-68.1,280.0,23.1498
54218,2019,1,1,0,250.0,9960.0,-52.5,-67.5,280.0,26.7509
54218,2019,1,1,0,232.0,10445.0,-52.3,-67.3,280.0,29.8375
54218,2019,1,1,0,221.0,10761.0,-51.9,-67.2,280.0,31.8953
54218,2019,1,1,0,200.0,11410.0,-51.1,-67.1,275.0,30.8664
54218,2019,1,1,0,165.0,12656.0,-51.7,-67.7,275.0,32.9242
54218,2019,1,1,0,150.0,13270.0,-53.5,-69.5,275.0,33.953
54218,2019,1,1,0,135.0,13942.0,-55.2,-71.2,270.0,34.9819
54218,2019,1,1,0,115.0,14964.0,-57.7,-73.7,275.0,32.9242
54218,2019,1,1,0,105.0,15540.0,-56.7,-72.7,275.0,32.9242
54218,2019,1,1,0,100.0,15850.0,-56.5,-72.5,275.0,32.9242
54218,2019,1,1,0,73.2,17802.0,-60.3,,275.0,31.3808
54218,2019,1,1,0,70.0,18080.0,-59.7,,275.0,30.8664
54218,2019,1,1,0,63.0,18745.0,-57.5,,275.0,30.8664
54218,2019,1,1,0,54.7,19637.0,-54.5,,272.0,25.722
54218,2019,1,1,0,50.0,20210.0,-55.7,,270.0,22.1209
54218,2019,1,1,0,43.6,21079.0,-57.9,,273.0,20.5776
54218,2019,1,1,0,41.0,21473.0,-56.6,,275.0,20.0632
54218,2019,1,1,0,32.2,23021.0,-51.5,,271.0,12.861
54218,2019,1,1,0,30.0,23480.0,-52.9,,270.0,10.8032
54218,2019,1,1,0,29.0,23697.0,-53.2,,270.0,9.77436
54218,2019,1,1,0,22.2,25410.0,-55.3,,263.0,7.7166
54218,2019,1,1,0,20.0,26080.0,-51.9,,260.0,7.20216
54218,2019,1,1,0,19.0,26413.0,-50.8,,255.0,6.17328
54218,2019,1,1,0,18.7,26517.0,-50.5,,250.0,6.17328
54218,2019,1,1,0,15.0,27955.0,-50.1,,185.0,5.1444
54218,2019,1,1,0,13.7,28547.0,-49.9,,182.0,3.60108
54218,2019,1,1,0,13.0,28892.0,-49.5,,180.0,3.08664
54218,2019,1,1,0,12.0,29418.0,-48.9,,155.0,2.05776
54218,2019,1,1,0,10.1,30550.0,-47.5,,,
